,T0CASP2_cutadapt_1,T0CASP4_cutadapt_1,T0CASP5_cutadapt_1,T0EXP2_cutadapt_1,T0EXP4_cutadapt_1,T0EXP5_cutadapt_1,T0VapC2_cutadapt_1,T0VapC3_cutadapt_1,T0VapC4_cutadapt_1,T0VapC5_cutadapt_1,T1CASP2_cutadapt_1,T1CASP4_cutadapt_1,T1CASP5_cutadapt_1,T2CASP2_cutadapt_1,T2CASP4_cutadapt_1,T2CASP5_cutadapt_1,T2VapC2_cutadapt_1,T2VapC3_cutadapt_1,T2VapC4_cutadapt_1,T2VapC5_cutadapt_1,T3VapC2_cutadapt_1,T3VapC3_cutadapt_1,T3VapC4_cutadapt_1,T3VapC5_cutadapt_1
prlF,34,18,14,49,18,25,23,12,12,24,35,45,35,36,19,34,40,56,90,36,69,105,165,135
prmA,80,34,44,171,66,124,62,42,81,69,52,44,27,44,30,43,19,35,55,19,33,57,110,46
prmB,71,40,31,602,218,327,252,187,223,268,77,50,44,46,32,40,165,317,613,262,215,263,462,377
prmC,64,28,33,305,103,183,128,79,116,131,42,51,28,34,34,32,51,104,183,85,272,278,528,340
proA,420,230,216,1000,436,640,460,321,398,477,346,329,222,297,225,268,120,313,477,165,181,229,346,311
proB,260,144,133,768,291,431,308,234,303,340,240,220,146,214,145,159,141,317,515,178,207,207,324,306
proC,235,153,105,306,140,201,160,78,139,136,256,197,187,244,195,208,31,67,129,51,51,59,98,95
proK,31201,24839,18936,24009,12708,28228,28492,12512,13165,23066,25250,47833,25647,22991,22027,40698,9323,21701,63777,32044,23331,31927,44334,55103
proL,418064,262280,276731,282361,124540,266273,120346,97158,130142,152294,361351,258341,283520,321988,306844,329421,59879,141073,254074,188638,220264,321501,352895,411437
proM,68061,46601,45341,45604,38977,80472,32565,18732,27102,31542,55264,135578,92017,55539,55290,77191,14446,108900,59446,40604,41263,61967,68945,88215
proP,57,25,13,1143,438,670,373,321,312,343,58,47,35,40,38,39,1062,2650,4399,1533,3516,4512,7391,2415
proQ,388,221,182,3452,1319,2311,1406,1057,1521,1483,338,282,206,250,231,237,1166,2491,4491,1801,2590,3352,4808,3327
proS,333,162,145,2566,910,1580,1092,756,1084,943,297,259,190,218,150,217,127,303,533,219,305,419,560,493
proV,21,11,8,246,91,145,65,44,65,104,37,8,5,16,9,9,174,427,884,195,260,328,588,165
proW,24,4,0,82,20,47,32,18,37,53,21,9,8,7,3,1,84,241,445,80,184,184,387,107
proX,16,8,1,174,61,149,73,41,70,93,22,13,4,8,3,5,42,92,177,32,124,125,248,64
proY,160,76,80,287,121,226,152,107,116,153,118,99,115,77,54,103,64,175,270,98,192,216,394,184
prpB,178,133,114,40,9,34,16,17,25,26,130,137,140,84,83,92,0,11,22,3,12,11,20,131
prpC,85,48,47,34,25,33,16,13,20,30,40,43,31,30,26,33,3,3,7,6,7,16,24,48
prpD,74,59,51,72,24,38,28,37,35,33,41,31,30,22,27,36,2,1,11,0,7,12,20,46
prpE,88,69,47,98,47,69,35,30,47,47,53,47,52,43,24,38,17,29,48,13,14,25,40,47
prpR,67,52,42,103,39,69,43,49,40,81,29,32,24,24,31,40,0,11,13,5,6,11,12,15
prs,272,155,153,4470,1695,2910,2169,1675,1914,1903,210,244,169,168,172,191,408,944,1693,741,834,982,1718,935
psd,80,47,32,595,238,341,287,219,236,271,55,55,52,52,32,63,53,105,205,77,172,188,312,191
psiE,7,2,12,10,6,15,4,1,2,3,6,10,8,13,8,12,17,47,89,41,27,55,130,34
psiF,581,324,308,130,55,101,60,34,47,47,530,320,368,438,282,435,16,58,78,28,67,82,156,129
pspA,77,37,291,195,73,249,75,69,63,65,78,243,83,60,62,724,197,415,696,319,520,569,882,483
pspB,19,16,18,19,14,27,6,10,10,8,27,30,14,15,11,48,36,77,165,52,108,137,199,108
pspC,19,14,22,19,9,11,5,7,8,5,18,25,7,14,9,24,28,65,139,43,91,114,168,74
pspD,12,8,3,8,2,6,1,4,4,4,14,16,2,7,4,7,16,48,59,29,50,62,106,33
pspE,162,83,92,1239,569,956,647,588,670,662,141,85,85,89,63,72,201,335,625,270,460,514,770,525
pspF,6,3,2,40,15,18,15,11,19,19,5,6,4,9,3,1,13,30,49,20,28,34,40,25
pspG,23,16,79,22,8,72,18,3,2,4,15,98,18,19,34,219,12,55,109,56,27,63,76,69
pspH,89,63,53,176,81,297,118,111,94,169,93,185,61,59,60,106,23,47,142,47,40,49,61,118
pssA,585,324,251,1718,690,1077,752,598,711,744,479,461,291,358,300,345,145,307,597,282,262,324,502,355
pssL,107,76,64,345,153,255,145,133,160,169,89,87,65,81,44,76,35,109,183,104,89,85,133,108
pstA,11,4,4,147,46,75,55,31,34,31,18,14,1,12,3,3,6,26,47,20,75,82,169,92
pstB,65,33,40,504,171,264,153,144,176,163,71,44,26,58,33,43,25,57,109,49,162,160,341,143
pstC,15,6,10,188,52,99,60,44,59,50,17,17,11,20,9,10,41,96,161,87,152,159,250,111
pstS,24,13,6,225,114,151,117,82,95,73,19,22,14,17,13,6,137,352,507,310,304,343,557,220
psuG,1,0,0,45,16,31,35,25,28,22,2,2,0,0,1,1,0,6,11,3,4,3,14,31
psuK,1,0,0,41,20,26,21,13,16,21,1,3,0,0,2,2,2,7,14,6,6,4,17,46
psuT,31,16,16,81,31,36,34,32,29,41,22,19,15,28,14,13,32,46,77,37,35,64,83,83
pta,1045,580,510,2132,897,1362,906,703,916,918,702,640,429,513,456,408,101,203,386,128,442,546,843,390
pth,30,12,15,174,69,131,79,63,70,61,21,23,16,19,21,21,32,76,101,55,61,89,105,98
ptrA,79,55,62,851,344,593,361,339,341,348,81,52,57,55,40,50,182,450,838,337,792,888,1613,958
ptrB,149,111,67,193,84,114,69,80,68,58,144,120,70,74,58,82,20,25,64,24,65,78,145,84
ptsA,6,4,3,44,6,22,16,14,19,20,8,3,1,2,5,2,7,9,12,4,3,2,13,7
ptsG,1099,560,493,2138,797,1272,836,676,902,868,811,583,521,657,445,760,46,160,251,108,257,362,531,462
ptsH,515,162,165,1003,371,598,425,368,398,431,222,198,123,152,177,155,47,166,201,102,190,255,403,458
ptsI,3261,1770,1705,5490,2118,3477,2169,1662,1941,2431,2399,2138,1498,1975,1490,1717,367,913,1520,630,1225,1613,2623,2298
ptsN,198,112,101,1033,352,611,371,286,391,353,157,140,87,110,105,86,57,161,275,102,92,99,236,129
ptsP,173,114,86,2158,790,1227,934,701,786,821,177,161,94,118,93,99,171,415,694,358,226,371,578,420
punC,7,2,5,17,10,10,7,8,13,6,11,6,4,9,3,7,7,24,41,12,21,28,62,30
punR,29,20,13,55,25,48,21,13,19,22,38,31,35,26,16,26,21,51,57,32,42,63,72,65
purA,1403,859,752,4503,1956,2953,2041,1620,2146,2932,1296,1069,840,869,802,839,826,2036,3741,1289,1716,2070,3367,1994
purB,108,35,27,2309,832,1577,994,842,938,855,119,102,79,68,77,55,35,89,167,47,277,263,542,216
purC,16,9,4,1891,802,1277,737,577,712,678,58,53,26,26,25,26,186,398,747,336,229,293,445,52
purD,79,40,39,1157,461,839,571,413,550,391,61,73,55,69,50,48,66,176,276,107,139,164,310,34
purE,6,1,4,483,207,311,195,152,184,169,14,17,9,7,10,3,72,203,332,202,174,251,319,47
purF,117,49,58,1656,687,1175,787,625,815,643,161,138,75,116,103,60,316,589,1096,426,625,709,1141,147
purH,51,14,23,1991,832,1379,837,720,865,674,63,52,27,55,43,27,246,509,1007,355,369,386,706,98
purK,10,1,5,831,314,549,330,260,318,303,25,18,23,11,19,4,86,240,355,119,294,431,643,65
purL,63,23,36,5560,2116,3591,2405,1870,2430,2151,154,161,82,90,134,51,443,1083,1869,678,1195,1361,2387,215
purM,8,3,3,2347,930,1423,918,680,872,790,32,30,18,32,22,14,322,858,1515,610,531,765,1145,82
purN,42,16,42,2489,913,1738,987,888,1046,850,48,40,23,52,47,34,351,857,1529,583,779,946,1521,131
purR,160,87,99,2164,822,1633,967,738,993,1021,222,216,124,186,177,142,574,1163,2430,822,1576,1963,2767,1318
purT,2,1,3,738,277,442,291,242,283,248,14,18,7,10,12,6,88,184,399,158,160,201,347,12
purU,112,66,53,628,245,378,275,205,286,255,92,100,47,89,58,42,73,160,329,145,212,312,474,394
putA,26,18,11,8356,3222,5509,3973,2676,3528,6712,26,25,15,26,23,27,77,165,299,118,224,209,434,194
putP,29,16,16,3283,1383,2168,1717,1231,1576,3025,16,17,18,33,16,16,39,117,205,70,55,91,142,160
puuA,1446,662,701,2251,723,1300,504,418,491,625,953,687,547,833,571,792,138,358,615,174,298,332,526,370
puuB,177,80,105,229,68,141,53,41,53,57,88,69,35,80,43,85,36,74,131,23,87,107,167,86
puuC,257,120,107,322,117,215,66,64,64,77,148,93,69,99,56,111,80,130,307,75,142,135,295,133
puuD,975,620,531,959,320,555,227,179,172,263,744,546,450,583,389,531,124,261,434,145,114,158,258,200
puuE,157,83,78,182,68,115,43,33,41,42,80,69,42,76,44,78,20,56,81,24,48,66,130,69
puuP,372,176,175,456,176,275,137,123,144,161,226,167,152,192,130,182,46,96,221,85,115,111,243,117
puuR,517,286,229,434,155,278,101,93,98,134,346,307,204,240,213,263,81,142,325,101,97,107,175,112
pxpA,111,69,62,521,189,317,195,150,183,202,90,77,43,65,58,52,53,96,168,82,87,105,186,110
pxpB,86,62,52,323,152,235,129,97,126,172,85,81,50,75,41,69,27,62,102,41,57,52,78,88
pxpC,94,59,39,330,147,245,156,107,128,185,68,67,60,73,47,58,22,72,87,36,48,49,94,96
pykA,529,277,236,1600,677,943,661,497,655,788,373,309,227,283,216,256,42,96,161,57,84,109,210,174
pykF,1487,759,696,1192,394,688,431,359,468,382,1308,827,695,845,615,778,32,118,189,62,275,338,518,412
pyrB,1,0,1,7505,3060,4645,1570,1744,2124,442,1,4,3,1,2,1,98,218,428,185,111,122,180,35
pyrC,46,30,30,2376,840,1446,794,736,991,581,47,31,31,37,29,34,102,228,392,175,251,282,491,235
pyrD,7,5,6,665,215,412,238,212,276,144,3,8,6,4,3,5,168,354,647,276,275,413,641,252
pyrE,3,0,3,40,16,28,16,18,10,9,1,2,3,4,5,2,10,35,72,25,13,29,42,33
pyrF,5,6,3,293,102,191,107,76,90,61,3,6,2,2,2,12,93,235,407,156,282,337,554,326
pyrG,1534,888,823,3970,1578,2603,1546,1360,1634,1412,1172,963,753,949,684,839,606,1412,2574,1105,1615,1925,3313,2394
pyrH,53,24,27,740,249,509,325,266,340,248,38,42,22,43,19,34,131,305,525,213,374,455,728,404
pyrI,8,4,1,4184,1636,2587,821,928,1116,203,4,6,2,5,2,6,30,79,153,45,24,47,66,19
pyrL,33,10,24,574,276,416,344,264,303,117,26,20,23,14,12,22,424,1086,2464,966,535,719,955,206
pyrR,73,32,37,95,36,66,40,35,40,47,68,63,34,69,32,42,11,18,31,11,31,31,55,40
pyrS,46,33,37,236,94,134,82,70,85,84,61,54,29,37,36,40,18,63,129,48,51,74,106,61
qmcA,119,74,74,194,79,119,73,60,76,83,130,137,78,95,69,97,85,168,314,124,103,150,240,206
qorA,318,160,164,176,63,119,68,55,77,83,294,245,175,232,148,198,18,48,79,34,41,34,71,53
qorB,15,16,8,48,9,15,23,12,27,13,9,10,9,13,9,15,5,10,22,3,15,13,33,20
qseB,12,1,4,15,1,7,5,8,12,5,6,10,4,4,1,7,3,8,21,2,17,23,46,34
qseC,44,18,28,26,11,15,9,12,12,17,27,29,20,20,27,15,14,33,54,19,56,49,105,41
qseG,55,25,28,125,66,104,49,47,55,44,35,32,23,27,15,19,26,67,126,48,49,64,94,80
queA,15,14,15,288,78,184,102,89,112,93,29,20,12,17,12,19,83,196,284,83,268,382,647,323
queC,24,20,20,79,47,66,67,22,31,35,29,26,17,14,12,27,10,19,42,10,12,16,19,26
queD,2,0,4,121,32,49,37,35,46,25,3,1,0,1,1,7,41,74,143,65,45,64,88,88
queE,184,90,121,335,138,204,118,112,130,114,143,139,102,84,100,95,57,121,276,129,102,125,244,217
queF,65,48,29,198,99,152,100,63,66,90,52,45,44,44,36,34,30,66,127,41,53,59,89,75
queG,102,49,59,268,86,162,89,61,93,89,75,79,57,47,39,60,36,70,104,49,42,54,74,65
quuD,7,1,0,1,4,9,0,4,2,2,2,6,2,1,2,1,2,12,11,7,16,22,33,19
racC,2,0,1,4,1,1,0,2,1,1,2,1,0,0,3,1,13,23,53,18,22,24,52,38
racR,146,81,101,722,341,454,337,279,285,349,121,115,98,94,74,96,100,219,384,178,172,210,332,217
radA,45,43,25,439,164,295,202,121,165,188,65,37,42,37,41,42,66,190,291,114,123,116,265,177
radD,32,16,18,234,66,117,59,50,63,72,25,29,22,28,11,26,58,105,211,79,84,83,160,70
raiA,17445,9186,9758,5848,2460,5281,2571,2417,2821,2255,16933,11821,12344,13450,11433,12588,67,246,430,189,142,198,310,392
raiZ,15619,8232,8771,4299,1914,3984,1938,1907,2251,1626,15357,11000,11502,12145,10628,11475,56,186,346,133,93,120,210,269
ralA,1,0,1,4,0,0,0,1,0,2,5,3,3,1,7,0,2,0,7,2,7,4,13,3
ralR,3,1,1,1,0,1,3,0,0,1,0,0,1,0,0,0,5,4,14,3,11,17,26,9
rapA,954,505,414,732,273,462,249,205,268,278,778,513,419,588,317,493,125,311,533,165,725,884,1407,1140
rapZ,324,145,159,1856,718,1135,657,543,670,729,243,199,159,164,128,150,92,197,340,120,173,174,284,162
rarA,149,70,77,693,294,450,347,277,353,359,119,105,92,93,60,71,96,223,397,158,335,349,642,348
rarD,60,33,58,126,70,121,50,32,59,53,53,59,44,50,67,38,98,187,340,170,98,150,201,194
ratA,29,14,13,166,63,112,67,52,75,73,21,22,16,30,8,13,47,78,142,81,39,51,110,63
ravA,147,55,62,259,101,117,82,65,101,107,105,88,56,88,73,71,30,65,114,44,35,57,93,84
rayT,9,6,8,53,10,27,14,10,25,21,6,7,6,9,5,12,0,9,20,5,16,10,24,18
rbbA,31,17,16,1197,478,693,301,226,273,251,20,26,16,16,17,13,129,257,439,117,278,329,633,233
rbfA,34,19,23,231,73,170,116,98,124,82,29,36,21,24,16,20,99,239,455,186,276,323,541,293
rbn,12,14,20,127,49,70,57,45,48,59,31,8,8,14,7,13,14,17,42,12,14,21,24,34
rbsA,165,88,68,1006,448,706,538,368,489,535,136,146,63,93,62,99,13,18,35,14,10,12,23,137
rbsB,521,284,275,3952,1659,2963,1908,1400,1749,1642,488,479,314,420,309,375,82,179,366,137,50,59,101,202
rbsC,63,25,32,1880,858,1197,885,665,884,935,62,51,28,32,30,22,9,25,42,11,9,12,22,77
rbsD,724,433,398,2390,1005,2241,1204,1095,1343,1448,652,506,337,528,391,584,51,129,259,88,26,22,33,486
rbsK,23,18,23,749,307,499,367,276,372,375,19,19,11,18,12,10,10,36,47,9,29,34,66,55
rbsR,30,19,18,450,225,331,242,181,222,215,20,40,31,22,20,30,8,25,44,12,10,16,45,33
rbsZ,1079,621,512,3444,1589,3339,1758,1450,1777,1681,863,1245,702,887,698,822,167,334,757,301,95,86,158,332
rcbA,4,1,1,3,1,3,3,1,2,3,1,0,1,0,0,0,1,6,13,9,15,18,34,11
rcdA,13,7,4,61,13,74,28,31,29,39,5,6,6,7,6,6,1,16,20,9,13,10,11,7
rcdB,5,0,1,44,26,33,8,14,13,20,3,3,1,7,4,5,13,11,30,3,29,23,60,23
rclA,28,18,15,38,17,12,19,7,12,16,30,15,9,15,17,15,13,36,59,27,30,18,40,41
rclB,5,1,3,7,1,5,2,1,3,2,3,3,0,5,1,0,3,6,5,2,6,7,6,7
rclC,11,3,7,12,4,5,3,10,9,6,2,5,2,3,2,0,8,6,17,7,27,16,33,16
rclR,1,0,0,28,7,15,11,11,8,22,8,3,0,3,0,2,5,13,27,9,14,18,29,16
rcnA,5,4,3,34,15,20,16,14,21,10,5,3,3,2,3,2,5,18,46,14,48,53,68,54
rcnB,14,14,6,36,11,46,19,24,14,14,17,26,14,23,6,25,7,29,53,22,26,29,26,38
rcnR,2,4,1,19,9,23,10,9,4,4,2,4,6,5,6,4,17,36,67,26,23,32,50,34
rcsA,0,1,0,69,32,53,34,39,39,32,0,1,0,0,0,0,4,12,13,7,15,13,27,14
rcsB,193,88,116,726,392,481,333,257,340,349,178,145,134,130,83,129,80,190,381,136,136,195,284,247
rcsC,72,66,38,697,245,519,266,223,282,311,68,55,43,53,43,59,106,236,407,149,253,347,578,478
rcsD,207,98,89,1691,734,1091,649,478,668,657,174,148,143,143,115,124,137,330,509,239,218,292,463,382
rcsF,26,9,10,339,118,208,142,88,113,151,25,23,24,19,19,16,27,56,110,48,80,85,113,77
rdcA,15,11,12,1161,467,660,401,319,391,386,12,11,10,2,8,14,609,1079,2245,678,196,217,393,213
rdcB,4,4,1,1989,783,1234,692,514,628,587,3,1,3,1,5,4,1172,2263,4346,1447,174,177,364,120
rdgB,39,23,22,423,139,246,151,127,148,131,28,21,22,17,19,17,14,55,79,51,65,58,111,72
rdgC,49,30,23,384,152,306,207,151,199,147,68,44,33,47,33,36,56,119,217,106,64,79,146,98
rdlA,2197,926,1013,1018,442,532,374,187,324,304,1911,909,908,1286,640,1002,88,239,457,151,212,276,391,270
rdlB,2995,976,1229,867,338,456,269,152,235,265,2376,952,1016,1470,512,1393,68,169,309,126,157,171,235,192
rdlC,713,237,276,246,95,145,95,50,100,125,557,286,276,379,195,286,25,65,120,41,73,109,123,93
rdlD,520,178,198,644,326,218,218,122,187,175,439,464,239,574,148,190,50,137,223,100,65,58,141,99
recA,252,147,166,2211,915,1769,1052,793,1091,1095,224,202,128,158,130,132,465,1005,1863,743,688,960,1403,1177
recB,47,27,34,798,336,543,339,292,344,298,39,42,19,34,20,25,70,141,306,101,322,361,782,339
recC,138,70,75,475,205,315,205,144,196,199,120,102,65,93,70,73,50,124,254,62,112,111,227,118
recD,62,34,20,347,147,238,139,112,121,141,45,30,28,36,26,25,75,116,235,76,137,125,271,83
recE,7,5,5,37,15,25,5,14,8,19,5,2,0,5,2,10,32,55,120,37,75,72,150,54
recF,37,25,14,512,208,352,195,169,204,193,44,38,20,25,13,23,38,104,169,80,286,321,561,339
recG,31,15,14,942,363,514,401,269,419,358,20,15,10,13,17,18,47,80,186,58,146,172,310,112
recJ,100,42,42,583,185,352,271,158,211,255,61,88,65,74,49,71,91,244,376,133,243,292,566,304
recN,72,29,38,309,127,214,148,120,153,171,52,38,38,45,25,29,115,213,456,177,169,231,363,283
recO,346,251,211,670,244,480,327,243,337,325,316,271,224,297,245,289,46,144,268,114,204,216,378,319
recQ,11,11,7,608,230,370,218,162,244,234,11,16,14,23,14,11,68,176,298,123,156,163,319,231
recR,265,162,172,1303,515,936,599,490,698,713,246,167,137,162,155,146,77,144,281,107,243,291,424,188
recT,8,2,5,31,20,24,8,19,9,13,9,7,1,7,5,4,17,22,60,23,27,47,64,36
recX,9,11,11,25,3,13,20,6,8,5,18,22,11,6,8,4,6,19,47,11,31,42,83,41
relA,312,181,162,1536,591,953,673,499,701,707,258,187,156,197,159,146,104,230,378,182,179,246,403,313
relB,134,70,91,100,40,87,60,36,76,49,110,97,81,80,57,60,172,377,705,306,259,339,786,383
relE,123,70,67,80,32,62,34,27,48,45,100,87,63,89,49,76,148,335,594,256,219,319,477,402
rem,7,3,7,10,5,10,12,0,0,2,4,2,7,1,9,1,13,20,39,21,49,51,90,63
rep,59,33,38,325,108,199,128,83,128,112,64,44,29,39,27,28,94,265,402,156,174,224,338,273
rfaD,280,145,182,765,296,512,331,216,273,308,242,257,135,208,147,171,68,172,277,108,79,109,189,151
rfaH,63,26,18,161,70,104,71,63,71,43,37,41,35,31,28,37,84,195,414,170,137,162,219,142
rfbA,85,64,52,1077,467,702,470,359,554,507,100,61,56,78,53,56,158,318,590,271,209,263,442,498
rfbB,134,63,71,969,393,699,465,420,472,487,106,80,61,84,76,70,170,401,710,320,270,340,513,619
rfbC,30,19,17,338,146,280,139,133,188,135,24,28,17,16,18,20,27,80,151,55,52,63,102,150
rfbD,80,58,61,714,324,569,355,337,384,417,70,54,43,66,53,57,113,251,477,209,167,264,364,419
rfbX,90,48,33,664,281,494,314,232,361,315,80,61,43,28,42,39,90,199,326,157,136,194,259,313
rfe,71,50,36,512,212,389,228,219,254,263,63,42,36,43,39,35,90,167,365,185,159,263,415,293
rffC,24,8,8,134,46,105,74,53,83,74,16,17,6,10,15,12,6,14,23,7,14,27,41,25
rffG,18,12,12,304,121,229,143,117,157,158,24,10,9,10,15,9,7,31,52,8,37,65,79,36
rffH,18,10,11,129,60,83,63,55,74,83,16,12,5,23,9,9,7,13,29,10,17,27,37,29
rffM,47,40,32,115,59,91,43,65,66,50,40,28,24,26,27,24,1,21,29,18,19,13,28,18
rflP,29,23,9,82,46,78,63,36,42,51,37,25,28,23,29,21,35,70,127,36,113,116,180,173
rhaA,2,0,2,8,3,4,4,0,5,4,2,4,2,3,1,1,2,4,12,5,3,4,4,2
rhaB,1,1,1,0,0,0,0,3,1,2,2,0,0,0,0,0,1,8,7,2,3,4,3,2
rhaD,1,1,2,3,3,5,2,0,0,1,2,6,3,1,2,0,1,4,8,0,1,4,4,2
rhaM,1,3,2,6,2,3,1,2,6,3,1,2,3,0,3,0,0,4,1,2,0,1,1,0
rhaR,8,6,0,21,20,15,21,16,9,14,2,4,3,9,3,1,2,6,11,10,0,4,4,4
rhaS,5,4,5,28,15,20,10,18,9,14,8,6,3,6,2,7,9,11,28,7,5,9,9,4
rhaT,17,9,9,17,9,8,10,9,14,12,10,11,2,16,9,6,2,11,11,5,3,3,5,2
rhlB,490,277,289,3012,1093,1976,1282,985,1152,1212,441,386,280,309,257,304,234,471,866,338,328,380,632,455
rhlE,27,12,15,123,35,61,32,18,31,23,13,21,11,12,14,12,94,231,475,177,346,353,681,344
rhmD,58,43,18,68,31,46,31,18,35,23,59,33,28,46,30,29,3,5,8,8,6,9,16,12
rho,1443,815,708,6443,2322,4139,2488,1953,2542,2464,1121,1073,748,864,660,775,826,1765,3317,1213,2593,3074,5227,3593
rhoL,160,101,107,1169,530,733,773,479,524,527,127,179,108,98,78,117,179,406,644,284,224,376,499,480
rhsA,26,16,21,90,41,52,40,23,42,33,31,31,24,22,20,15,39,70,143,54,59,72,137,85
rhsB,35,21,18,83,31,58,36,32,31,31,34,26,11,24,15,18,47,99,182,56,87,70,133,95
rhsC,35,11,20,81,23,52,29,30,29,30,26,37,14,27,14,28,33,53,158,52,77,72,126,93
rhsD,88,39,37,82,33,69,28,28,40,36,71,64,47,60,42,64,25,97,155,53,112,133,191,134
rhtA,19,11,17,54,20,29,28,12,21,15,15,23,13,13,11,14,13,53,111,53,69,78,138,95
rhtB,9,3,6,39,14,21,16,15,15,25,6,4,4,10,2,4,8,14,31,15,8,16,22,7
rhtC,29,13,19,196,57,114,62,54,69,65,29,36,26,34,18,23,10,20,34,10,24,32,46,45
ribA,40,24,21,216,86,191,104,106,93,92,26,45,28,28,23,35,20,34,103,36,22,37,60,68
ribB,2016,1284,1396,1881,719,1161,809,673,921,768,1932,1481,1346,1175,1133,1064,220,482,882,390,477,668,1059,985
ribC,88,39,37,256,113,207,92,93,127,109,85,79,70,79,51,69,39,83,123,55,61,70,108,110
ribD,130,55,62,570,219,341,244,162,235,216,106,91,69,90,68,71,85,233,397,180,239,259,466,229
ribE,71,29,30,784,317,507,276,288,297,301,48,38,27,24,34,31,143,346,598,251,224,312,488,412
ribF,144,94,87,748,260,494,318,210,313,301,131,114,80,78,72,79,147,424,674,286,260,329,571,383
ridA,90,56,47,7462,3134,5457,2766,2364,3066,1984,115,55,63,47,62,68,294,688,1271,515,314,367,556,429
rihA,136,73,80,1919,732,1394,980,873,1039,1001,90,78,88,74,64,79,11,26,72,17,26,37,77,109
rihB,2,3,0,7,2,4,6,0,3,5,2,4,1,2,1,0,15,40,53,16,11,10,26,17
rihC,7,9,5,428,209,306,249,152,222,231,8,11,9,6,2,2,8,13,30,8,24,17,49,51
rimI,51,37,36,190,73,115,92,49,52,53,56,52,31,29,40,35,67,130,217,79,80,112,146,121
rimJ,57,36,22,109,40,51,60,43,47,51,43,49,33,27,26,42,24,54,73,19,22,29,60,44
rimK,26,23,34,93,56,88,57,33,54,40,27,32,25,23,19,34,36,68,88,33,49,73,100,106
rimL,51,34,24,100,38,51,30,19,39,36,37,64,20,27,23,26,6,24,51,24,30,39,61,72
rimM,593,297,288,6026,2188,4167,2846,2337,3074,2941,520,453,314,381,364,367,2296,5244,9061,3489,4360,6064,8400,7919
rimO,43,17,25,433,176,332,153,137,142,142,30,34,18,28,11,19,73,134,224,95,133,189,300,237
rimP,74,50,48,1166,462,695,387,332,436,420,62,65,35,54,51,60,527,1048,2231,745,845,901,1675,1314
rirA,6,5,3,49,21,36,22,17,16,24,3,3,7,3,4,5,12,19,38,22,6,32,14,20
rlhA,28,25,12,481,212,346,235,209,287,242,44,47,28,40,29,19,136,287,528,213,328,434,642,479
rlmA,42,24,30,534,203,340,252,217,258,247,40,69,35,38,27,44,79,122,277,104,211,282,373,307
rlmB,112,80,66,363,168,253,168,131,145,174,76,71,56,70,56,59,114,275,538,155,797,1008,1589,637
rlmC,13,9,8,97,30,38,40,38,60,40,15,13,17,10,10,10,56,147,263,76,140,166,247,205
rlmD,62,36,28,223,97,203,125,95,133,118,48,55,27,36,32,31,24,42,104,36,38,41,63,51
rlmE,285,156,165,651,256,438,235,163,241,248,217,270,171,187,144,180,113,253,421,144,241,287,484,381
rlmF,17,8,13,64,30,67,19,27,39,20,10,10,7,11,12,11,91,181,327,136,173,221,318,180
rlmG,5,5,5,167,38,88,47,36,48,41,11,9,9,7,7,5,43,136,227,71,116,138,214,127
rlmH,21,16,9,285,106,164,123,75,126,119,6,18,15,14,6,15,102,236,408,196,266,296,533,311
rlmI,607,297,297,442,146,310,178,127,165,149,416,435,250,347,223,290,136,255,424,187,227,326,454,283
rlmJ,145,110,72,446,162,289,164,128,155,134,87,82,81,85,68,63,40,94,166,71,76,99,147,104
rlmL,73,61,46,950,376,679,393,307,416,356,97,76,64,69,47,61,303,648,1111,411,919,1031,1781,1167
rlmM,216,115,102,396,190,343,166,166,191,195,162,146,131,203,138,150,168,457,701,280,458,485,799,544
rlmN,318,157,155,881,342,666,402,355,448,475,242,228,157,170,166,174,171,386,644,258,731,1047,1527,1181
rlpA,147,78,49,668,256,513,309,218,280,323,120,109,75,101,73,77,31,71,143,44,127,160,275,157
rluA,332,167,136,169,47,105,59,61,65,63,257,147,144,182,137,154,22,72,124,44,114,148,228,163
rluB,73,37,68,674,267,456,227,176,243,277,93,81,54,62,59,57,126,336,568,229,271,428,562,507
rluC,39,21,25,597,250,427,259,250,264,270,45,38,27,35,23,22,97,227,399,172,179,237,374,241
rluD,333,194,140,689,226,419,224,181,281,242,333,283,158,204,166,215,126,229,412,183,241,307,497,351
rluE,48,29,15,230,89,108,58,56,73,66,44,44,29,21,23,33,22,33,77,29,32,37,67,68
rluF,32,14,22,125,46,92,61,34,56,74,20,36,18,23,13,15,20,60,108,42,36,36,58,47
rmf,22795,12732,15542,4876,2210,3570,2276,1378,1678,2009,18510,21778,11802,16342,11695,14438,79,136,231,106,83,120,189,213
rmuC,1718,1139,967,2353,979,1421,1007,766,1046,1359,1448,1170,906,908,742,807,47,85,199,64,97,92,160,880
rna,93,39,48,171,47,115,62,47,62,74,56,72,48,49,47,61,10,34,46,14,20,32,59,44
rnb,69,45,44,1944,655,1213,870,962,1414,708,73,79,50,79,40,64,123,237,482,169,338,441,701,416
rnc,558,323,307,844,323,581,336,260,326,303,437,358,281,307,238,318,142,343,606,319,246,335,515,581
rnd,74,20,22,816,321,545,276,242,301,352,57,50,23,51,19,50,87,133,301,143,150,209,304,251
rne,2302,1261,1151,9305,3469,5796,3735,3179,4228,4081,1582,1103,965,1258,908,1104,388,972,1714,857,1605,1785,3286,2154
